TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.76907772070237, -0.63869027126364, 2.6908, -1.3869, 0.5, 0.76907772070237, -0.63869027126364, 2.6908, -1.3869, 0.5, -0, 0, 0.5995, 0, 0, 0, 0, 0, 0, 60, 10
0.05, 0.76907772070237, -0.63869027126364, 2.6908, -1.3869, 0.5, 0.76912101760305, -0.63875336886095, 2.6912, -1.3875, 0.4853, 0.0074, 0.0051, 0.5995, 7.2329, 7.239, 7.2359, 0, -9.0728, 0, 60, 10
0.1, 0.76907772070237, -0.63869027126364, 2.6908, -1.3869, 0.5, 0.76912709728899, -0.63876166584333, 2.6913, -1.3876, 0.447, 0.0085, 0.0059, 0.5995, 12.7782, 12.8419, 12.81, -0, -0.1619, 0, 60, 10
0.15, 0.76907772070237, -0.63869027126364, 2.6908, -1.3869, 0.5, 0.76931118064259, -0.63846872037643, 2.6931, -1.3847, 0.3863, -0.012, 0.027, 0.6001, 2.0634, 12.3357, 7.1996, -0, -3.2557, 0, 60, 10
0.2, 0.76907772070237, -0.63869027126364, 2.6908, -1.3869, 0.5, 0.77030231250272, -0.63761053106409, 2.703, -1.3761, 0.3137, -0.1112, 0.0958, 0.6005, -0.2229, -7.5708, -3.8969, -0.0003, -28.2171, 0, 60, 10
0.25, 0.76907772070237, -0.63869027126364, 2.6908, -1.3869, 0.5, 0.77007612434374, -0.63741184456223, 2.7008, -1.3741, 0.2812, -0.1571, 0.0228, 0.5778, -0.5765, -2.1536, -1.3651, 0.0007, -48.6571, 0, 60, 10
0.3, 0.76907772070237, -0.63869027126364, 2.6908, -1.3869, 0.5, 0.77034954331783, -0.6368851173117, 2.7035, -1.3688, 0.2887, -0.1692, 0.0364, 0.5742, 0.637, 0.583, 0.61, 0.0007, -54.2749, 0, 60, 10
0.35, 0.76907772070237, -0.63869027126364, 2.6908, -1.3869, 0.5, 0.77088980090006, -0.63656210720464, 2.7089, -1.3656, 0.3099, -0.1375, 0.0685, 0.5727, 1.4946, 2.4549, 1.9747, 0.001, -41.557, 0, 60, 10
0.4, 0.76907772070237, -0.63869027126364, 2.6908, -1.3869, 0.5, 0.77126359429698, -0.63647120994799, 2.7126, -1.3647, 0.3273, -0.1001, 0.079, 0.5623, 1.3065, 1.6041, 1.4553, 0.0003, -55.4553, 0, 60, 10
0.45, 0.76907772070237, -0.63869027126364, 2.6908, -1.3869, 0.5, 0.77157816440024, -0.63615029792842, 2.7158, -1.3615, 0.3347, -0.0814, 0.0835, 0.5431, 1.5679, 0.87, 1.219, -0.0002, -60, 0, 60, 10
