TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.76107048715684, -0.19017770801107, 2.6107, 3.0982, 4.3195, 0.76107048715684, -0.19017770801107, 2.6107, 3.0982, 4.3195, -0, 0, 3.0552, 0, 0, 0, 0, 0, 0, 60, 10
0.05, 0.76107048715684, -0.19017770801107, 2.6107, 3.0982, 4.3195, 0.76107690062885, -0.19010148544595, 2.6108, 3.099, 4.3048, -0.0089, 0.0007, 3.0552, 7.2327, 7.2396, 7.2361, 0, -9.0735, 0, 60, 10
0.1, 0.76107048715684, -0.19017770801107, 2.6107, 3.0982, 4.3195, 0.76107763972786, -0.19009118574369, 2.6108, 3.0991, 4.2665, -0.0103, 0.0008, 3.0552, 12.7789, 12.8433, 12.8111, -0, -0.1612, 0, 60, 10
0.15, 0.76107048715684, -0.19017770801107, 2.6107, 3.0982, 4.3195, 0.76107775893738, -0.19008462922026, 2.6108, 3.0991, 4.204, -0.0111, 0.0008, 3.0552, 10.5095, 10.5559, 10.5327, -0, 1.7072, 0, 60, 10
0.2, 0.76107048715684, -0.19017770801107, 2.6107, 3.0982, 4.3195, 0.76107766356976, -0.19007897868915, 2.6108, 3.0992, 4.1169, -0.0117, 0.0008, 3.0552, 9.3474, 9.385, 9.3662, -0, -0.0247, 0, 60, 10
0.25, 0.76107048715684, -0.19017770801107, 2.6107, 3.0982, 4.3195, 0.76107756820215, -0.19007313742282, 2.6108, 3.0993, 4.0053, -0.0124, 0.0008, 3.0552, 9.8773, 9.9177, 9.8975, -0, -0.404, 0, 60, 10
0.3, 0.76107048715684, -0.19017770801107, 2.6107, 3.0982, 4.3195, 0.76107742515073, -0.19006696236985, 2.6108, 3.0993, 3.8692, -0.0131, 0.0008, 3.0552, 10.1202, 10.161, 10.1406, -0, -0.0377, 0, 60, 10
0.35, 0.76107048715684, -0.19017770801107, 2.6107, 3.0982, 4.3195, 0.76107728209931, -0.19006093036829, 2.6108, 3.0994, 3.7086, -0.0139, 0.0008, 3.0551, 10.0266, 10.0675, 10.047, -0, 0.0693, 0, 60, 10
0.4, 0.76107048715684, -0.19017770801107, 2.6107, 3.0982, 4.3195, 0.76107699599647, -0.19005489836673, 2.6108, 3.0994, 3.5234, -0.0146, 0.0008, 3.0551, 9.9828, 10.0255, 10.0042, -0, 0.0504, 0, 60, 10
0.45, 0.76107048715684, -0.19017770801107, 2.6107, 3.0982, 4.3195, 0.76107661452601, -0.19004889020708, 2.6108, 3.0995, 3.3138, -0.0153, 0.0007, 3.0551, 9.9787, 10.0211, 9.9999, -0, 0.0372, 0, 60, 10
