TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, -0, 0, -2.2822, 0, 0, 0, 0, 0, 0, 60, 10
0.05, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38340497427935, -0.16969155252753, -1.1659, 3.3031, 4.5048, -0.0058, -0.0068, -2.2823, 7.2331, 7.2379, 7.2355, 0, -9.0723, 0, 60, 10
0.1, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38339707068838, -0.16968497216219, -1.166, 3.3031, 4.4665, -0.0067, -0.0078, -2.2823, 12.7796, 12.8414, 12.8105, -0, -0.163, 0, 60, 10
0.15, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38339181354869, -0.16968106209004, -1.1661, 3.3032, 4.404, -0.0072, -0.0085, -2.2823, 10.5115, 10.5552, 10.5333, -0, 1.7076, 0, 60, 10
0.2, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38338721206133, -0.16967791495879, -1.1661, 3.3032, 4.3169, -0.0075, -0.009, -2.2823, 9.3491, 9.3837, 9.3664, -0, -0.0247, 0, 60, 10
0.25, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38338236023399, -0.16967450556661, -1.1662, 3.3032, 4.2053, -0.0079, -0.0096, -2.2823, 9.8785, 9.9162, 9.8974, -0, -0.404, 0, 60, 10
0.3, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38337731767143, -0.16967104849062, -1.1662, 3.3033, 4.0692, -0.0083, -0.0102, -2.2823, 10.1222, 10.1605, 10.1414, -0, -0.0378, 0, 60, 10
0.35, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38337235855552, -0.16966761525653, -1.1663, 3.3033, 3.9086, -0.0087, -0.0108, -2.2823, 10.0283, 10.0665, 10.0474, -0, 0.0701, 0, 60, 10
0.4, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38336736367676, -0.16966437275767, -1.1663, 3.3033, 3.7234, -0.0091, -0.0114, -2.2823, 9.9839, 10.0237, 10.0038, -0, 0.0496, 0, 60, 10
0.45, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38336228535134, -0.169661082575, -1.1664, 3.3034, 3.5138, -0.0095, -0.012, -2.2823, 9.9799, 10.0199, 9.9999, -0, 0.0381, 0, 60, 10
0.5, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.3833570401326, -0.16965788775995, -1.1664, 3.3034, 3.2796, -0.0099, -0.0126, -2.2823, 9.9659, 10.0047, 9.9853, -0, 0.009, 0, 60, 10
0.55, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38335193796527, -0.16965483599631, -1.1665, 3.3034, 3.0208, -0.0103, -0.0132, -2.2823, 9.9569, 9.9961, 9.9765, -0, -0.0334, 0, 60, 10
0.6, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38334664506272, -0.16965173654887, -1.1665, 3.3035, 2.7376, -0.0106, -0.0138, -2.2823, 9.9656, 10.0037, 9.9847, -0, -0.0533, 0, 60, 10
0.65, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38488922813268, -0.16782017768894, -1.1511, 3.3218, 2.491, -0.2368, 0.1793, -2.2539, 5.8715, 3.8345, 4.853, 0.0003, -7.2684, 0, 60, 10
0.7, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38432587971855, -0.16877099279593, -1.1567, 3.3123, 2.5139, -0.0893, 0.1069, -2.2827, 0.4243, 10.7374, 5.5809, 0.0023, -24.2647, 0, 60, 10
0.75, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38293235622855, -0.17011717818676, -1.1707, 3.2988, 2.5538, 0.0529, -0.0258, -2.302, 2.7351, 32.4983, 17.6167, 0.0008, -7.4436, 0, 60, 10
0.8, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38192914853887, -0.17010225315524, -1.1807, 3.299, 2.5808, 0.0603, -0.0885, -2.3075, -0.681, 29.8612, 14.5901, 0.0007, 7.784, 0, 60, 10
0.85, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38099454592618, -0.16978513199831, -1.1901, 3.3021, 2.5889, 0.0543, -0.1346, -2.3113, -0.7756, 18.3221, 8.7733, 0, 4.7849, 0, 60, 10
0.9, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.37981828178078, -0.16969534339017, -1.2018, 3.303, 2.5803, 0.0701, -0.1961, -2.3112, -1.0671, 16.6633, 7.7981, -0.0001, -1.3521, 0, 60, 10
0.95, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.37880097160525, -0.16954420956461, -1.212, 3.3046, 2.5633, 0.078, -0.2466, -2.3105, -0.8912, 8.8661, 3.9874, 0, -10.3791, 0, 60, 10
1, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.37927761893772, -0.16917284807748, -1.2072, 3.3083, 2.5589, 0.0418, -0.2147, -2.3205, 0.7247, 1.0717, 0.8982, 0.0002, -30.528, 0, 60, 10
1.05, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.37963341166193, -0.16935004110344, -1.2037, 3.3065, 2.5562, 0.0549, -0.1877, -2.325, 0.5321, -0.0148, 0.2587, 0.0005, -47.0224, 0, 60, 10
1.1, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38001296284287, -0.16958750646116, -1.1999, 3.3041, 2.553, 0.0682, -0.1579, -2.3335, 1.4525, 31.987, 16.7197, 0.0005, -44.545, 0, 60, 10
1.15, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.3802987915016, -0.16980806790937, -1.197, 3.3019, 2.5507, 0.0747, -0.1376, -2.3464, 1.2346, 56.5723, 28.9034, 0.0004, -10.7958, 0, 60, 10
1.2, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38013945606128, -0.16986090156727, -1.1986, 3.3014, 2.5526, 0.0834, -0.1514, -2.3444, -1.5659, 36.9629, 17.6985, 0.0001, 20.0123, 0, 60, 10
1.25, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38009892482552, -0.16967145380297, -1.199, 3.3033, 2.5526, 0.07, -0.1545, -2.3421, -1.059, 12.9095, 5.9252, -0.0004, 9.0461, 0, 60, 10
1.3, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38012174152706, -0.16954282673421, -1.1988, 3.3046, 2.5521, 0.0573, -0.1531, -2.3438, -0.1701, 9.9237, 4.8768, -0.0003, -3.1143, 0, 60, 10
1.35, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.3801473238894, -0.16953660399743, -1.1985, 3.3046, 2.5519, 0.0551, -0.1515, -2.3459, 0.0042, 17.9956, 8.9999, -0.0002, -6.0566, 0, 60, 10
1.4, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38018135820648, -0.16956330692922, -1.1982, 3.3044, 2.5517, 0.0598, -0.1488, -2.345, -0.6527, 24.4833, 11.9153, -0.0003, -2.456, 0, 60, 10
1.45, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38024107025351, -0.16959122579808, -1.1976, 3.3041, 2.5512, 0.0646, -0.1439, -2.3445, -1.1205, 23.8563, 11.3679, -0.0004, 1.9746, 0, 60, 10
1.5, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38023155733406, -0.16962071823257, -1.1977, 3.3038, 2.5514, 0.0673, -0.1448, -2.3445, -0.8633, 20.644, 9.8904, -0.0005, 1.9741, 0, 60, 10
1.55, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38023527667098, -0.16958300034142, -1.1976, 3.3042, 2.5513, 0.0637, -0.1444, -2.3448, -0.7396, 19.2081, 9.2342, -0.0005, -0.1912, 0, 60, 10
1.6, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38024419354285, -0.16952463536193, -1.1976, 3.3047, 2.551, 0.0587, -0.1435, -2.3444, -0.0441, 19.8609, 9.9084, -0.0005, -0.6784, 0, 60, 10
1.65, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38024884271401, -0.16950520421067, -1.1975, 3.3049, 2.551, 0.0575, -0.1437, -2.3448, 0.3751, 20.7767, 10.5759, -0.0004, 0.1698, 0, 60, 10
1.7, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.3802632313027, -0.16954523476645, -1.1974, 3.3045, 2.5511, 0.0611, -0.1438, -2.346, 0.1009, 19.7596, 9.9303, -0.0003, 0.8, 0, 60, 10
1.75, 0.38346301739315, -0.16974142978941, -1.1654, 3.3026, 4.5195, 0.38026374390363, -0.16955517684017, -1.1974, 3.3044, 2.5512, 0.0631, -0.1441, -2.3459, -0.3813, 19.5861, 9.6024, -0.0002, -0.5225, 0, 60, 10
