TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, -0, 0, 1.9506, 0, 0, 0, 0, 0, 0, 400, 100
0.05, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88768017326388, -0.64127615218382, 3.8768, -1.4128, 1.58, -0.0033, 0.0083, 1.9507, 8.5466, 8.5317, 8.5392, 0, -400, 0, 400, 100
0.1, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88771424334382, -0.64126256229889, 3.8771, -1.4126, 1.5416, -0.0042, 0.0104, 1.9507, 24.7506, 24.7697, 24.7602, 0, -400, 0, 400, 100
0.15, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88775999595641, -0.64124534844465, 3.8776, -1.4125, 1.4791, -0.0052, 0.0131, 1.9507, 40.3361, 40.329, 40.3326, 0, -400, 0, 400, 100
0.2, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88782334389371, -0.64121947997948, 3.8782, -1.4122, 1.3921, -0.0067, 0.0168, 1.9507, 55.4851, 55.4037, 55.4444, 0.0001, -400, 0, 400, 100
0.25, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88790066318638, -0.64118940341836, 3.879, -1.4119, 1.2806, -0.0085, 0.0215, 1.9507, -56.079, -56.2816, -56.1803, 0.0001, -400, 0, 400, 100
0.3, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88799691295035, -0.64115026693395, 3.88, -1.4115, 1.1446, -0.0108, 0.0271, 1.9508, -43.376, -43.6648, -43.5204, 0, -400, 0, 400, 100
0.35, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88811113950947, -0.64110497923847, 3.8811, -1.411, 0.9841, -0.0135, 0.0338, 1.9509, -32.4548, -32.8136, -32.6342, 0, -400, 0, 400, 100
0.4, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88823857448306, -0.64105454169186, 3.8824, -1.4105, 0.7991, -0.0165, 0.0414, 1.951, -25.2587, -25.687, -25.4728, 0, -309.8618, 0, 400, 100
0.45, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88837425875522, -0.64099959802551, 3.8837, -1.41, 0.5896, -0.0197, 0.0494, 1.9511, -24.6151, -24.9934, -24.8043, -0, -158.486, 0, 400, 100
0.5, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88722588963678, -0.64304429158076, 3.8723, -1.4304, 0.3735, 0.0148, 0.0512, 1.9415, 32.8779, 13.7512, 23.3145, 0.0001, -378.1978, 0, 400, 100
0.55, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88694410218068, -0.64427572589059, 3.8694, -1.4428, 0.3351, 0.0427, 0.0704, 1.9274, 2.1269, 4.1306, 3.1288, 0.0005, -400, 0, 400, 100
0.6, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88601238443829, -0.64484092205223, 3.8601, -1.4484, 0.3696, 0.0221, 0.0703, 1.9155, 1.9571, 2.0171, 1.9871, 0.0002, -400, 0, 400, 100
0.65, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88443314444188, -0.64574796342461, 3.8443, -1.4575, 0.4151, 0.0177, 0.0664, 1.9047, 2.4637, 3.0724, 2.7681, 0.0001, -400, 0, 400, 100
0.7, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.88207789817409, -0.64639956264412, 3.8208, -1.464, 0.4556, -0.0033, 0.0473, 1.8997, 3.021, 4.2274, 3.6242, -0, -400, 0, 400, 100
0.75, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.87919524516152, -0.64693658959692, 3.7919, -1.4694, 0.4806, -0.0166, 0.0237, 1.9001, 3.8464, 3.5266, 3.6865, -0, -400, 0, 400, 100
0.8, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.87607073988102, -0.64771040241318, 3.7607, -1.4771, 0.4856, -0.0164, -0.0003, 1.8999, 3.9892, 3.2554, 3.6223, 0, -400, 0, 400, 100
0.85, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.87318656098664, -0.64878859288901, 3.7319, -1.4879, 0.4756, -0.0048, -0.0092, 1.8995, 8.6661, 3.3655, 6.0158, 0.0001, -400, 0, 400, 100
0.9, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.8704710635587, -0.64991352541642, 3.7047, -1.4991, 0.4601, -0.0029, -0.0052, 1.8986, 4.2831, 4.5249, 4.404, 0, -400, 0, 400, 100
0.95, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.86786173412654, -0.65111407254042, 3.6786, -1.5111, 0.4444, -0.003, 0.0104, 1.8969, 4.7556, 4.7946, 4.7751, 0, -400, 0, 400, 100
1, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.86512444519891, -0.65229707202353, 3.6512, -1.523, 0.4327, -0.0058, 0.0302, 1.895, 4.6051, 4.9144, 4.7598, 0, -400, 0, 400, 100
1.05, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.86270711461471, -0.65357050384618, 3.6271, -1.5357, 0.428, -0.0049, 0.0483, 1.8927, 4.2748, 4.4175, 4.3462, -0, -400, 0, 400, 100
1.1, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.861054656133, -0.65510891458304, 3.6105, -1.5511, 0.4325, 0.0084, 0.067, 1.8903, 3.6619, 3.6015, 3.6317, -0.0002, -400, 0, 400, 100
1.15, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.85980603181082, -0.65652729325732, 3.5981, -1.5653, 0.4441, 0.0229, 0.0815, 1.8865, 3.5132, 2.796, 3.1546, -0.0003, -400, 0, 400, 100
1.2, 0.88753907687965, -0.64133244291771, 3.8754, -1.4133, 1.5961, 0.85874499558448, -0.65763259197729, 3.5874, -1.5763, 0.4587, 0.0309, 0.0896, 1.8826, 2.8565, 2.4173, 2.6369, -0.0003, -400, 0, 400, 100
