TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.76657372297997, -0.48681643647148, 2.6657, 0.1318, 0.9961, 0.76657372297997, -0.48681643647148, 2.6657, 0.1318, 0.9961, -0, 0, 1.0525, 0, 0, 0, 0, 0, 0, 60, 10
0.05, 0.76657372297997, -0.48681643647148, 2.6657, 0.1318, 0.9961, 0.76664033725803, -0.48685418714885, 2.6664, 0.1315, 0.9813, 0.0044, 0.0078, 1.0525, 7.2322, 7.2383, 7.2353, 0, -9.0725, 0, 60, 10
0.1, 0.76657372297997, -0.48681643647148, 2.6657, 0.1318, 0.9961, 0.76664939718131, -0.48685902407546, 2.6665, 0.1314, 0.9431, 0.005, 0.009, 1.0525, 12.7778, 12.8417, 12.8097, -0, -0.1624, 0, 60, 10
0.15, 0.76657372297997, -0.48681643647148, 2.6657, 0.1318, 0.9961, 0.76665530997335, -0.48686187169307, 2.6665, 0.1314, 0.8805, 0.0054, 0.0097, 1.0525, 10.5119, 10.5561, 10.534, -0, 1.7067, 0, 60, 10
0.2, 0.76657372297997, -0.48681643647148, 2.6657, 0.1318, 0.9961, 0.76666048366639, -0.48686420968994, 2.6666, 0.1314, 0.7935, 0.0057, 0.0103, 1.0524, 9.3484, 9.3841, 9.3663, -0, -0.0239, 0, 60, 10
0.25, 0.76657372297997, -0.48681643647148, 2.6657, 0.1318, 0.9961, 0.76666580041084, -0.48686659090027, 2.6667, 0.1313, 0.6819, 0.0059, 0.0109, 1.0524, 9.8782, 9.9171, 9.8977, -0, -0.4047, 0, 60, 10
0.3, 0.76657372297997, -0.48681643647148, 2.6657, 0.1318, 0.9961, 0.76667137941624, -0.48686901830429, 2.6667, 0.1313, 0.5458, 0.0062, 0.0116, 1.0524, 10.1214, 10.1612, 10.1413, -0, -0.0373, 0, 60, 10
0.35, 0.76657372297997, -0.48681643647148, 2.6657, 0.1318, 0.9961, 0.76667693457972, -0.48687130414699, 2.6668, 0.1313, 0.3852, 0.0065, 0.0123, 1.0524, 10.0268, 10.0665, 10.0466, -0, 0.0704, 0, 60, 10
0.4, 0.76657372297997, -0.48681643647148, 2.6657, 0.1318, 0.9961, 0.76693914783315, -0.48641715011694, 2.6694, 0.1358, 0.2153, -0.0587, 0.0385, 1.0733, 1.595, 6.0377, 3.8164, -0.0014, -9.95, 0, 60, 10
0.45, 0.76657372297997, -0.48681643647148, 2.6657, 0.1318, 0.9961, 0.76625335932419, -0.48609903502033, 2.6625, 0.139, 0.2144, -0.0772, -0.006, 1.0948, 0.0875, 3.3577, 1.7226, 0.0073, -29.8808, 0, 60, 10
