TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, -0, 0, -2.9903, 0, 0, 0, 0, 0, 0, 400, 100
0.05, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.5289076253798, -0.12905684291237, 0.2891, 3.7094, 1.1894, -0.0089, -0.0014, -2.9904, 8.5469, 8.5316, 8.5392, 0, -400, 0, 400, 100
0.1, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.52890214472226, -0.12902050785162, 0.289, 3.7098, 1.151, -0.0111, -0.0017, -2.9904, 24.7513, 24.7689, 24.7601, 0, -400, 0, 400, 100
0.15, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.52889824061058, -0.12902222446866, 0.289, 3.7098, 1.0885, -0.014, -0.0023, -2.9904, 35.814, 35.7672, 35.7906, 0.0001, -400, 0, 400, 100
0.2, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.52913309826011, -0.12988835313483, 0.2913, 3.7011, 1.0148, -0.012, 0.0059, -2.987, 2.4622, 3.3354, 2.8988, -0.0002, -400, 0, 400, 100
0.25, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.5293835514947, -0.13126043083273, 0.2938, 3.6874, 0.9613, -0.0087, 0.0078, -2.9812, 1.9896, 1.9802, 1.9849, 0, -400, 0, 400, 100
0.3, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.52958970051231, -0.1331260120888, 0.2959, 3.6687, 0.9438, -0.0062, 0.0089, -2.9768, 2.9388, 3.1309, 3.0349, 0.0002, -400, 0, 400, 100
0.35, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.52997369224776, -0.13521709006708, 0.2997, 3.6478, 0.9581, -0.0064, 0.0052, -2.9728, 3.2204, 3.5146, 3.3675, 0.0001, -400, 0, 400, 100
0.4, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.53072755535136, -0.13746078006893, 0.3073, 3.6254, 0.9904, -0.0116, 0.0119, -2.9681, 3.657, 4.0145, 3.8357, 0.0001, -400, 0, 400, 100
0.45, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.53158876364472, -0.13988113857486, 0.3159, 3.6012, 1.0263, -0.019, 0.0179, -2.9667, 3.9323, 3.5885, 3.7604, -0.0001, -400, 0, 400, 100
0.5, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.53258999543666, -0.14249046800703, 0.3259, 3.5751, 1.0545, -0.0275, 0.0257, -2.9666, 3.9902, 3.8605, 3.9254, -0, -400, 0, 400, 100
0.55, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.5336357937065, -0.14547657103838, 0.3364, 3.5452, 1.0647, -0.0263, 0.0336, -2.9654, 3.8241, 3.7461, 3.7851, 0, -400, 0, 400, 100
0.6, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.53460190637475, -0.14885480185471, 0.346, 3.5114, 1.0571, -0.0178, 0.0386, -2.9637, 3.8877, 3.9868, 3.9372, -0, -400, 0, 400, 100
0.65, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.53547071427482, -0.15237017129931, 0.3547, 3.4763, 1.0411, -0.015, 0.0431, -2.9616, 4.2792, 4.4412, 4.3602, -0, -400, 0, 400, 100
0.7, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.53612588977983, -0.15598274418401, 0.3613, 3.4402, 1.024, -0.0192, 0.0382, -2.9598, 5.0289, 4.9625, 4.9957, -0, -400, 0, 400, 100
0.75, 0.52893049572562, -0.12920699921989, 0.2893, 3.7079, 1.2055, 0.53672744484414, -0.15977189020517, 0.3673, 3.4023, 1.0101, -0.0279, 0.0264, -2.9573, 5.4029, 5.1476, 5.2752, 0, -400, 0, 400, 100
