TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, -0, 0, 0.2772, 0, 0, 0, 0, 0, 0, 60, 10
0.05, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, 0.43070141503617, -0.79381085645839, -0.693, -2.9381, 0.9212, 0.0086, 0.0025, 0.2772, 7.2329, 7.239, 7.236, 0, -9.073, 0, 60, 10
0.1, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, 0.43070437739295, -0.79382072700639, -0.693, -2.9382, 0.8829, 0.0099, 0.0029, 0.2772, 12.7796, 12.8427, 12.8112, -0, -0.1623, 0, 60, 10
0.15, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, 0.43070661257161, -0.79382690205937, -0.6929, -2.9383, 0.8204, 0.0106, 0.0031, 0.2772, 10.511, 10.5552, 10.5331, -0, 1.7082, 0, 60, 10
0.2, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, 0.43070876430359, -0.79383214727811, -0.6929, -2.9383, 0.7333, 0.0113, 0.0034, 0.2772, 9.3474, 9.3843, 9.3659, -0, -0.0245, 0, 60, 10
0.25, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, 0.4303495204296, -0.7939123275992, -0.6965, -2.9391, 0.6325, 0.009, -0.0087, 0.2735, 3.368, 4.0554, 3.7117, 0.0002, -9.0912, 0, 60, 10
0.3, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, 0.42954040959822, -0.79437960506364, -0.7046, -2.9438, 0.5909, 0.0196, -0.0145, 0.2764, 0.4105, 1.5041, 0.9573, -0.0001, -25.2788, 0, 60, 10
0.35, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, 0.42874740993458, -0.79494356144631, -0.7125, -2.9494, 0.6104, 0.0458, -0.0221, 0.2879, 2.8598, 2.9137, 2.8867, -0.0001, -40.6516, 0, 60, 10
0.4, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, 0.42814909731207, -0.79522003215796, -0.7185, -2.9522, 0.6481, 0.0612, -0.0293, 0.299, 3.5117, 2.4078, 2.9597, 0.0001, -52.4506, 0, 60, 10
0.45, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, 0.42775766686544, -0.7949843787849, -0.7224, -2.9498, 0.6775, 0.054, -0.0221, 0.3123, 2.8641, 3.0692, 2.9667, 0.0005, -52.3164, 0, 60, 10
0.5, 0.43068033879157, -0.79373730418645, -0.6932, -2.9374, 0.9359, 0.42733685127009, -0.7942659268683, -0.7266, -2.9427, 0.6867, 0.0275, -0.0153, 0.3291, 1.2845, 3.829, 2.5567, 0.0008, -37.1207, 0, 60, 10
