TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, -0, 0, 0.9542, 0, 0, 0, 0, 0, 0, 400, 100
0.05, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.5955624674558, -0.54346675520755, 0.9556, -0.4347, 1.58, 0.0052, 0.0073, 0.9542, 8.5467, 8.5314, 8.539, 0, -400, 0, 400, 100
0.1, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59559242480741, -0.54348802218537, 0.9559, -0.4349, 1.5416, 0.0065, 0.0092, 0.9542, 24.7506, 24.7695, 24.76, 0, -400, 0, 400, 100
0.15, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59563172222466, -0.54351704374226, 0.9563, -0.4352, 1.4791, 0.0082, 0.0115, 0.9541, 40.336, 40.3288, 40.3324, 0, -400, 0, 400, 100
0.2, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59568777453952, -0.54355612360215, 0.9569, -0.4356, 1.3921, 0.0104, 0.0147, 0.9541, 55.4854, 55.4038, 55.4446, 0.0001, -400, 0, 400, 100
0.25, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59575504446992, -0.54360472830244, 0.9575, -0.436, 1.2806, 0.0134, 0.0188, 0.9541, -56.079, -56.2813, -56.1801, 0.0001, -400, 0, 400, 100
0.3, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59584029119547, -0.54366436286328, 0.9584, -0.4366, 1.1446, 0.0169, 0.0238, 0.954, -43.3759, -43.6645, -43.5202, 0, -400, 0, 400, 100
0.35, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.5959403258616, -0.54373561141131, 0.9594, -0.4374, 0.9841, 0.0211, 0.0297, 0.9539, -32.4549, -32.8133, -32.6341, 0, -400, 0, 400, 100
0.4, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59605187616706, -0.5438151718429, 0.9605, -0.4382, 0.7991, 0.0258, 0.0363, 0.9537, -25.2587, -25.6866, -25.4727, 0, -309.824, 0, 400, 100
0.45, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59615352612214, -0.54371637993599, 0.9615, -0.4372, 0.5899, 0.0276, 0.0454, 0.9536, -42.6504, -24.8484, -33.7494, -0, -203.2751, 0, 400, 100
0.5, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59590608888834, -0.54132061733364, 0.9591, -0.4132, 0.4019, -0.1004, 0.094, 0.9565, 1.2652, 22.1209, 11.6931, -0.001, -400, 0, 400, 100
0.55, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59491882547155, -0.53964098504254, 0.9492, -0.3964, 0.3798, -0.1543, 0.0355, 0.941, 1.7597, -0.2319, 0.7639, -0.0001, -400, 0, 400, 100
0.6, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59321930307255, -0.5403800542451, 0.9322, -0.4038, 0.4263, -0.1014, 0.0014, 0.9457, 1.8613, 0.681, 1.2712, -0.0001, -400, 0, 400, 100
0.65, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59188639166144, -0.54088666488965, 0.9189, -0.4089, 0.4861, -0.0578, -0.0014, 0.9523, 2.1952, 2.0212, 2.1082, -0.0001, -400, 0, 400, 100
0.7, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.590921003191, -0.54089490524751, 0.9092, -0.4089, 0.5382, -0.0307, 0.0141, 0.9578, 2.4761, 3.309, 2.8926, -0.0001, -400, 0, 400, 100
0.75, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.59019523777053, -0.54018081639922, 0.902, -0.4018, 0.5654, -0.0368, 0.0399, 0.959, 2.0084, 14.3329, 8.1707, -0.0001, -400, 0, 400, 100
0.8, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.58967426237919, -0.53884639400748, 0.8967, -0.3885, 0.5703, -0.0745, 0.081, 0.9628, 2.4202, 24.0992, 13.2597, -0, -400, 0, 400, 100
0.85, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.58853638369824, -0.53758531825126, 0.8854, -0.3759, 0.5575, -0.0936, 0.1007, 0.9683, 2.4139, 3.3122, 2.863, -0, -400, 0, 400, 100
0.9, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.58652882986799, -0.53707027353339, 0.8653, -0.3707, 0.5365, -0.0742, 0.0862, 0.9678, 2.8531, 3.0291, 2.9411, 0, -400, 0, 400, 100
0.95, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.58380479703864, -0.53694818510663, 0.838, -0.3695, 0.5111, -0.0467, 0.0532, 0.963, 3.0094, 2.8712, 2.9403, 0, -400, 0, 400, 100
1, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.58095321002619, -0.5364815841562, 0.8095, -0.3648, 0.4876, -0.0392, 0.0246, 0.9579, 3.5092, 2.997, 3.2531, -0, -400, 0, 400, 100
1.05, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.57841715868408, -0.53538516952547, 0.7842, -0.3539, 0.475, -0.0474, 0.0135, 0.9552, 4.0157, 3.5403, 3.778, -0, -400, 0, 400, 100
1.1, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.57602356867517, -0.5340244971981, 0.7602, -0.3402, 0.4752, -0.0526, 0.0113, 0.9539, 4.4398, 3.9093, 4.1746, -0, -400, 0, 400, 100
1.15, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.57368719923439, -0.53253776080658, 0.7369, -0.3254, 0.4855, -0.0529, 0.0155, 0.9539, 4.3756, 4.1289, 4.2523, -0.0001, -400, 0, 400, 100
1.2, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.57139462737012, -0.53092806873907, 0.7139, -0.3093, 0.5005, -0.0505, 0.0237, 0.9552, 4.0762, 4.3629, 4.2196, -0.0001, -400, 0, 400, 100
1.25, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.57017622862097, -0.52996354155739, 0.7018, -0.2996, 0.5149, -0.047, 0.0301, 0.9471, 2.9509, 2.4171, 2.684, 0.0005, -400, 0, 400, 100
1.3, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.57040869313944, -0.53032688322426, 0.7041, -0.3033, 0.5239, -0.0386, 0.0275, 0.936, 0.4006, 0.7371, 0.5688, 0.0015, -400, 0, 400, 100
1.35, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.57058431259978, -0.53088689675216, 0.7058, -0.3089, 0.5252, -0.0346, 0.0218, 0.9349, -0.1976, 0.4117, 0.107, 0.0009, -400, 0, 400, 100
1.4, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.57084868354546, -0.53102910476514, 0.7085, -0.3103, 0.5218, -0.0433, 0.0273, 0.9369, 0.1063, 0.5714, 0.3388, 0.0003, -400, 0, 400, 100
1.45, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.57106348717401, -0.53102036968779, 0.7106, -0.3102, 0.5159, -0.0487, 0.0324, 0.9392, 0.3267, 0.7131, 0.5199, 0.0001, -400, 0, 400, 100
1.5, 0.59543853128153, -0.54337885309001, 0.9544, -0.4338, 1.5961, 0.5712025212336, -0.53091036910604, 0.712, -0.3091, 0.5096, -0.0535, 0.0382, 0.9417, 0.4154, 0.9462, 0.6808, 0, -400, 0, 400, 100
