TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.63647090000324, -0.17616403324896, 1.3647, 3.2384, 1.5961, 0.63647090000324, -0.17616403324896, 1.3647, 3.2384, 1.5961, -0, 0, -2.9932, 0, 0, 0, 0, 0, 0, 400, 100
0.05, 0.63647090000324, -0.17616403324896, 1.3647, 3.2384, 1.5961, 0.63644844093025, -0.17601371004812, 1.3645, 3.2399, 1.58, -0.0089, -0.0014, -2.9932, 8.5467, 8.5316, 8.5391, 0, -400, 0, 400, 100
0.1, 0.63647090000324, -0.17616403324896, 1.3647, 3.2384, 1.5961, 0.63644305266009, -0.17597735114546, 1.3644, 3.2402, 1.5416, -0.0111, -0.0017, -2.9932, 24.7508, 24.7696, 24.7602, 0, -400, 0, 400, 100
0.15, 0.63647090000324, -0.17616403324896, 1.3647, 3.2384, 1.5961, 0.63643672263474, -0.17592890439778, 1.3644, 3.2407, 1.4791, -0.014, -0.0021, -2.9932, 40.3365, 40.329, 40.3328, 0, -400, 0, 400, 100
0.2, 0.63647090000324, -0.17616403324896, 1.3647, 3.2384, 1.5961, 0.63642611298773, -0.1758614318112, 1.3643, 3.2414, 1.3921, -0.0179, -0.0027, -2.9932, 55.4856, 55.4038, 55.4447, 0.0001, -400, 0, 400, 100
0.25, 0.63647090000324, -0.17616403324896, 1.3647, 3.2384, 1.5961, 0.63641452582269, -0.17577924877023, 1.3641, 3.2422, 1.2806, -0.0229, -0.0034, -2.9932, -56.0782, -56.2816, -56.1799, 0.0001, -400, 0, 400, 100
0.3, 0.63647090000324, -0.17616403324896, 1.3647, 3.2384, 1.5961, 0.63639850406361, -0.17567653785045, 1.364, 3.2432, 1.1446, -0.0289, -0.0043, -2.9932, -43.3748, -43.665, -43.5199, 0, -400, 0, 400, 100
0.35, 0.63647090000324, -0.17616403324896, 1.3647, 3.2384, 1.5961, 0.63638058687322, -0.175554991827, 1.3638, 3.2444, 0.9841, -0.036, -0.0054, -2.9933, -32.4537, -32.814, -32.6338, 0, -400, 0, 400, 100
0.4, 0.63647090000324, -0.17616403324896, 1.3647, 3.2384, 1.5961, 0.63636069080485, -0.17541933139673, 1.3636, 3.2458, 0.7991, -0.0441, -0.0066, -2.9933, -25.2572, -25.6874, -25.4723, 0, -309.8101, 0, 400, 100
0.45, 0.63647090000324, -0.17616403324896, 1.3647, 3.2384, 1.5961, 0.63633829133662, -0.17527473025271, 1.3634, 3.2472, 0.5896, -0.0527, -0.0079, -2.9934, -24.615, -24.9952, -24.8051, -0, -158.5163, 0, 400, 100
