TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, -0, 0, -2.356, 0, 0, 0, 0, 0, 0, 400, 100
0.05, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.20716771062414, -0.28017440829164, -2.9283, 2.1983, 1.1386, -0.0063, -0.0064, -2.3561, 8.5466, 8.5314, 8.539, 0, -400, 0, 400, 100
0.1, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.20714177063326, -0.28014832524934, -2.9286, 2.1985, 1.1002, -0.0079, -0.008, -2.3561, 24.751, 24.769, 24.76, 0, -400, 0, 400, 100
0.15, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.20710793897236, -0.28011308691614, -2.9289, 2.1989, 1.0377, -0.01, -0.01, -2.3561, 40.3366, 40.3283, 40.3325, 0, -400, 0, 400, 100
0.2, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.20740844232262, -0.28090983564345, -2.9259, 2.1909, 0.9633, -0.0045, -0.0182, -2.3562, 2.4872, 7.3694, 4.9283, -0.0001, -400, 0, 400, 100
0.25, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.20794931974281, -0.2821497815128, -2.9205, 2.1785, 0.9098, 0.0013, -0.0298, -2.3529, 1.6169, 2.6975, 2.1572, 0.0001, -400, 0, 400, 100
0.3, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.20892144951143, -0.2836190864927, -2.9108, 2.1638, 0.8921, 0.0021, -0.0331, -2.3489, 2.9075, 3.0562, 2.9819, 0.0002, -400, 0, 400, 100
0.35, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.21036789010599, -0.28528325134897, -2.8963, 2.1472, 0.9068, 0.0006, -0.0311, -2.3474, 2.9091, 3.1912, 3.0501, 0.0002, -400, 0, 400, 100
0.4, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.21215777331881, -0.28716452057747, -2.8784, 2.1284, 0.9385, 0.0006, -0.0296, -2.3475, 4.26, 3.5869, 3.9234, 0.0001, -400, 0, 400, 100
0.45, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.21425788737848, -0.28928406578839, -2.8574, 2.1072, 0.9726, 0.0004, -0.0266, -2.35, 4.6501, 4.1294, 4.3897, 0.0001, -400, 0, 400, 100
0.5, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.21650217342791, -0.29177170614568, -2.835, 2.0823, 0.9978, 0.009, -0.0274, -2.3527, 4.408, 4.5654, 4.4867, 0, -400, 0, 400, 100
0.55, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.21912342381177, -0.2944095981781, -2.8088, 2.0559, 1.0045, 0.0169, -0.011, -2.355, 4.5979, 4.3492, 4.4735, 0, -400, 0, 400, 100
0.6, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.22159919090117, -0.29744767655883, -2.784, 2.0255, 0.9965, 0.0379, -0.0051, -2.3584, 4.2779, 4.1141, 4.196, 0.0001, -400, 0, 400, 100
0.65, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.22414598302075, -0.30037813258769, -2.7585, 1.9962, 0.982, 0.0467, 0.0002, -2.3626, 4.5328, 4.8037, 4.6682, 0.0001, -400, 0, 400, 100
0.7, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.22688830258999, -0.30305020198861, -2.7311, 1.9695, 0.9672, 0.0411, 0.0031, -2.3633, 5.5544, 5.0243, 5.2894, 0.0001, -400, 0, 400, 100
0.75, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.22984779805717, -0.30551406004726, -2.7015, 1.9449, 0.9557, 0.0243, 0.0014, -2.3623, 5.2948, 5.9427, 5.6188, 0, -400, 0, 400, 100
0.8, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.23299092386422, -0.30806173431727, -2.6701, 1.9194, 0.9491, 0.0021, -0.0051, -2.3604, 5.4327, 5.9025, 5.6676, 0, -400, 0, 400, 100
0.85, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.23624298332783, -0.31078197628398, -2.6376, 1.8922, 0.9478, -0.0171, -0.0138, -2.3586, 6.481, 5.8497, 6.1654, 0, -400, 0, 400, 100
0.9, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.2395651141455, -0.31391158373181, -2.6043, 1.8609, 0.9508, -0.0243, -0.0243, -2.3573, 6.4873, 5.8846, 6.1859, 0.0001, -400, 0, 400, 100
0.95, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.2431826461461, -0.31720244589318, -2.5682, 1.828, 0.9559, -0.0285, -0.0222, -2.3587, 6.0644, 5.8916, 5.978, 0, -400, 0, 400, 100
1, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.24708115497809, -0.32060150261212, -2.5292, 1.794, 0.9612, -0.0292, -0.0099, -2.3613, 6.2511, 5.7241, 5.9876, 0, -400, 0, 400, 100
1.05, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.25100264740495, -0.32424477194743, -2.49, 1.7575, 0.9654, -0.0234, 0.003, -2.3634, 6.2642, 5.8591, 6.0616, 0, -400, 0, 400, 100
1.1, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.25486415360289, -0.32819079769287, -2.4514, 1.7181, 0.9676, -0.0136, 0.0127, -2.364, 5.9219, 5.801, 5.8614, -0, -400, 0, 400, 100
1.15, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.25873188253762, -0.33244313229205, -2.4127, 1.6756, 0.9668, -0.0006, 0.015, -2.3646, 6.2329, 6.2822, 6.2576, -0, -400, 0, 400, 100
1.2, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.26267812286019, -0.33687696338074, -2.3732, 1.6312, 0.9623, 0.0089, 0.0125, -2.3639, 6.7996, 7.0304, 6.915, 0, -400, 0, 400, 100
1.25, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.2667302689176, -0.34118676888803, -2.3327, 1.5881, 0.956, 0.0089, 0.0071, -2.3624, 7.3932, 7.2688, 7.331, 0, -400, 0, 400, 100
1.3, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.2710049553012, -0.34527451090719, -2.2899, 1.5473, 0.9504, -0.0052, 0.0032, -2.3602, 8.1078, 7.9268, 8.0173, 0, -400, 0, 400, 100
1.35, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.27535972663827, -0.34942653069788, -2.2464, 1.5057, 0.9465, -0.0197, -0.0054, -2.3588, 7.6919, 7.7891, 7.7405, 0, -400, 0, 400, 100
1.4, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.2797226280644, -0.35388553883655, -2.2028, 1.4611, 0.9449, -0.0246, -0.0171, -2.3583, 7.5873, 8.0036, 7.7954, 0.0001, -400, 0, 400, 100
1.45, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.28423282476964, -0.35864937763095, -2.1577, 1.4135, 0.9446, -0.0192, -0.0209, -2.3578, 7.5529, 8.2035, 7.8782, 0, -400, 0, 400, 100
1.5, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.28892472062058, -0.36360445233241, -2.1107, 1.364, 0.9458, -0.0057, -0.015, -2.3567, 7.4144, 7.8326, 7.6235, 0, -400, 0, 400, 100
1.55, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.29391390116482, -0.36851679042204, -2.0609, 1.3148, 0.9485, 0.0049, -0.0011, -2.3546, 7.1973, 7.7111, 7.4542, 0, -400, 0, 400, 100
1.6, 0.20727511839889, -0.280281911434, -2.9272, 2.1972, 1.1547, 0.29903790767271, -0.37346495097151, -2.0096, 1.2653, 0.9502, 0.0145, 0.0052, -2.3524, 8.1042, 8.5163, 8.3103, -0, -400, 0, 400, 100
