TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, -0, 0, 1.8365, 0, 0, 0, 0, 0, 0, 60, 10
0.05, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77496240131836, -0.17142554282536, 2.7496, 3.2857, 0.929, -0.0024, 0.0087, 1.8365, 7.2319, 7.2383, 7.2351, 0, -9.0726, 0, 60, 10
0.1, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77497224802446, -0.17142263411287, 2.7497, 3.2858, 0.8907, -0.0028, 0.0099, 1.8365, 12.7791, 12.8427, 12.8109, -0, -0.1626, 0, 60, 10
0.15, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77497851844505, -0.17142046449945, 2.7498, 3.2858, 0.8282, -0.003, 0.0107, 1.8365, 10.5112, 10.5557, 10.5334, -0, 1.7078, 0, 60, 10
0.2, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77499389647273, -0.17147570619486, 2.7499, 3.2852, 0.7413, -0.0006, 0.0114, 1.8354, 9.4117, 7.048, 8.2299, -0, -1.1033, 0, 60, 10
0.25, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77521925014353, -0.17335173038352, 2.7522, 3.2665, 0.6408, 0.187, 0.02, 1.8232, 9.7816, -1.8645, 3.9586, 0, -12.0881, 0, 60, 10
0.3, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77522943063627, -0.17441882255509, 2.7523, 3.2558, 0.5825, 0.2406, -0.0496, 1.8372, 0.6663, 1.7952, 1.2307, 0.0008, -28.1404, 0, 60, 10
0.35, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77531364023903, -0.1752640419526, 2.7531, 3.2474, 0.5949, 0.2381, -0.0688, 1.8293, 2.3991, 3.263, 2.8311, 0.001, -41.6913, 0, 60, 10
0.4, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77521095316115, -0.17614528646956, 2.7521, 3.2385, 0.6329, 0.2264, -0.0508, 1.8078, 5.4524, 2.631, 4.0417, 0.001, -50.8117, 0, 60, 10
0.45, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77477836566613, -0.17690274381233, 2.7478, 3.231, 0.6618, 0.211, -0.0355, 1.7908, 4.7991, 1.3895, 3.0943, 0.001, -27.6671, 0, 60, 10
0.5, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77432532181801, -0.17796895383339, 2.7432, 3.2203, 0.6715, 0.2506, -0.0059, 1.7847, 13.3226, 2.0122, 7.6674, 0.0002, -16.8092, 0, 60, 10
0.55, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77354151924423, -0.17867372056466, 2.7354, 3.2133, 0.668, 0.263, 0.016, 1.7843, 5.8423, 3.6283, 4.7353, -0.0001, -26.7038, 0, 60, 10
0.6, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.77226860002251, -0.17897071918345, 2.7227, 3.2103, 0.6582, 0.247, 0.0173, 1.782, 6.6985, 4.6413, 5.6699, -0.0004, -35.8523, 0, 60, 10
0.65, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.7704400929262, -0.17906055548398, 2.7044, 3.2094, 0.6466, 0.2188, -0.0068, 1.775, 7.5379, 5.3935, 6.4657, -0.0004, -44.0628, 0, 60, 10
0.7, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.76806727517562, -0.17916469692789, 2.6807, 3.2083, 0.6343, 0.1997, -0.0483, 1.7589, 9.247, 6.4842, 7.8656, -0, -48.8105, 0, 60, 10
0.75, 0.77488858678548, -0.17144578460326, 2.7489, 3.2855, 0.9438, 0.76590586358235, -0.18008857077217, 2.6591, 3.1991, 0.627, 0.2007, -0.0729, 1.754, 9.8615, 8.3992, 9.1304, 0.0033, -49.768, 0, 60, 10
