TIMESTAMP, I_RIP_X, I_RIP_Y, S_RIP_X, S_RIP_Y, S_RIP_Z, I_RCP_X, I_RCP_Y, S_RCP_X, S_RCP_Y, S_RCP_Z, S_RCO_A, S_RCO_B, S_RCO_G, S_RC_LRW_V, S_RC_RRW_V, S_RC_RL_V, S_RC_STEER, S_RC_TORQUE, S_RT_STEER, S_RT_MAX_TORQUE, S_RT_VEL
0, 0.65612733340708, -0.16217826898037, 1.5613, 3.3782, 0.9961, 0.65612733340708, -0.16217826898037, 1.5613, 3.3782, 0.9961, -0, 0, -2.1184, 0, 0, 0, 0, 0, 0, 60, 10
0.05, 0.65612733340708, -0.16217826898037, 1.5613, 3.3782, 0.9961, 0.6560619112242, -0.16213859604936, 1.5606, 3.3786, 0.9813, -0.0046, -0.0077, -2.1184, 7.2324, 7.2389, 7.2357, 0, -9.0728, 0, 60, 10
0.1, 0.65612733340708, -0.16217826898037, 1.5613, 3.3782, 0.9961, 0.65605298243138, -0.16213344619774, 1.5605, 3.3787, 0.9431, -0.0053, -0.0088, -2.1184, 12.7777, 12.8423, 12.81, -0, -0.162, 0, 60, 10
0.15, 0.65612733340708, -0.16217826898037, 1.5613, 3.3782, 0.9961, 0.6560471769279, -0.16213039443381, 1.5605, 3.3787, 0.8805, -0.0057, -0.0095, -2.1184, 10.5115, 10.5565, 10.534, -0, 1.7068, 0, 60, 10
0.2, 0.65612733340708, -0.16217826898037, 1.5613, 3.3782, 0.9961, 0.65604211052343, -0.16212796255943, 1.5604, 3.3787, 0.7935, -0.006, -0.0101, -2.1184, 9.3477, 9.3844, 9.366, -0, -0.024, 0, 60, 10
0.25, 0.65612733340708, -0.16217826898037, 1.5613, 3.3782, 0.9961, 0.65603684146279, -0.16212536379172, 1.5604, 3.3787, 0.6819, -0.0063, -0.0108, -2.1184, 9.8779, 9.9175, 9.8977, -0, -0.4048, 0, 60, 10
0.3, 0.65612733340708, -0.16217826898037, 1.5613, 3.3782, 0.9961, 0.65603117901073, -0.162122765024, 1.5603, 3.3788, 0.5458, -0.0066, -0.0114, -2.1184, 10.121, 10.1616, 10.1413, -0, -0.037, 0, 60, 10
0.35, 0.65612733340708, -0.16217826898037, 1.5613, 3.3782, 0.9961, 0.656025683452, -0.16212028546581, 1.5603, 3.3788, 0.3852, -0.0069, -0.0121, -2.1185, 10.0263, 10.0668, 10.0465, -0, 0.0701, 0, 60, 10
0.4, 0.65612733340708, -0.16217826898037, 1.5613, 3.3782, 0.9961, 0.65527263693359, -0.163821548486, 1.5527, 3.3618, 0.2174, 0.1565, -0.0849, -2.1096, 3.9987, 3.9322, 3.9655, -0.0004, -7.5313, 0, 60, 10
0.45, 0.65612733340708, -0.16217826898037, 1.5613, 3.3782, 0.9961, 0.65557850471211, -0.16427037236002, 1.5558, 3.3573, 0.2121, 0.1863, -0.0453, -2.1179, 0.327, -0.211, 0.058, -0.0006, -32.4617, 0, 60, 10
